from,to
journal::mathematical methods in the applied sciences,volume::mathematical methods in the applied sciences::2023::9
journal::journal of laparoendoscopic & advanced surgical techniques. part a,volume::journal of laparoendoscopic & advanced surgical techniques. part a::2013::12
journal::asian pacific journal of allergy and immunology,volume::asian pacific journal of allergy and immunology::2020::20
journal::corporate law & governance review,volume::corporate law & governance review::2023::14
journal::journal of geophysics and engineering,volume::journal of geophysics and engineering::2025::16
journal::journal of electrocardiology,volume::journal of electrocardiology::2013::3
journal::fermentation,volume::fermentation::2023::4
journal::aerospace,volume::aerospace::2024::16
journal::methods,volume::methods::2026::15
journal::statistics and economics,volume::statistics and economics::2025::12
journal::british journal of cancer,volume::british journal of cancer::1991::16
journal::global spine journal,volume::global spine journal::2024::20
journal::scandinavian journal of pain,volume::scandinavian journal of pain::2016::11
journal::age and ageing,volume::age and ageing::2018::14
journal::frontiers in cardiovascular medicine,volume::frontiers in cardiovascular medicine::2022::13
journal::sexual medicine,volume::sexual medicine::2021::15
journal::molecular cancer research,volume::molecular cancer research::2018::1
journal::veterinary research,volume::veterinary research::2018::15
journal::microorganisms,volume::microorganisms::2025::15
journal::reviews on recent clinical trials,volume::reviews on recent clinical trials::2022::9
journal::forests,volume::forests::2024::1
journal::cardiology in the young,volume::cardiology in the young::2022::13
journal::plos one,volume::plos one::2024::10
journal::cureus,volume::cureus::2024::3
journal::computers & electrical engineering,volume::computers & electrical engineering::2018::11
journal::international journal of endocrinology,volume::international journal of endocrinology::2023::12
journal::jurnal biologi tropis,volume::jurnal biologi tropis::2024::11
journal::plos one,volume::plos one::2012::17
journal::pedagogy. theory &amp; practice,volume::pedagogy. theory &amp; practice::2025::12
journal::chest,volume::chest::2009::2
journal::world journal of gastroenterology,volume::world journal of gastroenterology::2012::19
journal::journal of clinical endocrinology and metabolism,volume::journal of clinical endocrinology and metabolism::2001::20
journal::chronobiology international,volume::chronobiology international::2016::5
journal::spinal cord,volume::spinal cord::2018::10
journal::se pu = chinese journal of chromatography,volume::se pu = chinese journal of chromatography::2005::17
journal::ieee journal of biomedical and health informatics,volume::ieee journal of biomedical and health informatics::2024::17
journal::archives italiennes de biologie,volume::archives italiennes de biologie::2015::13
journal::environment international,volume::environment international::2013::4
journal::journal of experimental orthopaedics,volume::journal of experimental orthopaedics::2026::7
journal::chemistry,volume::chemistry::2017::3
"journal::international journal of economics, commerce and management","volume::international journal of economics, commerce and management::2025::16"
journal::optics communications,volume::optics communications::2026::17
