from,to,type
journal::acta psychologica,volume::acta psychologica::2025,HAS_VOLUME
journal::restoration ecology,volume::restoration ecology::2025,HAS_VOLUME
journal::international conferences on contemporary computing and informatics,volume::international conferences on contemporary computing and informatics::2023,HAS_VOLUME
journal::heart,volume::heart::2021,HAS_VOLUME
journal::mind & society,volume::mind & society::2025,HAS_VOLUME
journal::applied intelligence (boston),volume::applied intelligence (boston)::2024,HAS_VOLUME
journal::computational geosciences,volume::computational geosciences::2007,HAS_VOLUME
journal::physical review d,volume::physical review d::2023,HAS_VOLUME
journal::joiv: international journal on informatics visualization,volume::joiv: international journal on informatics visualization::2023,HAS_VOLUME
journal::journal of physics: conference series,volume::journal of physics: conference series::2023,HAS_VOLUME
journal::genome biology,volume::genome biology::2001,HAS_VOLUME
"journal::medicine, science and the law","volume::medicine, science and the law::2022",HAS_VOLUME
journal::scientific reports,volume::scientific reports::2023,HAS_VOLUME
journal::security and communication networks,volume::security and communication networks::2023,HAS_VOLUME
"journal::european journal of obstetrics, gynecology, and reproductive biology","volume::european journal of obstetrics, gynecology, and reproductive biology::2022",HAS_VOLUME
journal::journal of the american medical association (jama),volume::journal of the american medical association (jama)::2002,HAS_VOLUME
journal::communication systems and applications,volume::communication systems and applications::2003,HAS_VOLUME
journal::international journal of engineering and computer science,volume::international journal of engineering and computer science::2019,HAS_VOLUME
journal::gir@sigspatial,volume::gir@sigspatial::2018,HAS_VOLUME
journal::scientific reports,volume::scientific reports::2018,HAS_VOLUME
journal::balneo and prm research journal,volume::balneo and prm research journal::2024,HAS_VOLUME
journal::eurasip journal on wireless communications and networking,volume::eurasip journal on wireless communications and networking::2016,HAS_VOLUME
journal::international journal of data science and advanced analytics,volume::international journal of data science and advanced analytics::2022,HAS_VOLUME
journal::jurnal surya teknika,volume::jurnal surya teknika::2023,HAS_VOLUME
journal::international conference on big knowledge,volume::international conference on big knowledge::2017,HAS_VOLUME
journal::endocrine abstracts,volume::endocrine abstracts::2023,HAS_VOLUME
journal::ieee international conference on embedded and real-time computing systems and applications,volume::ieee international conference on embedded and real-time computing systems and applications::2023,HAS_VOLUME
journal::international symposium on autonomous decentralized systems,volume::international symposium on autonomous decentralized systems::2023,HAS_VOLUME
journal::international journal for quality research,volume::international journal for quality research::2023,HAS_VOLUME
journal::american journal of pathology,volume::american journal of pathology::2021,HAS_VOLUME
journal::international journal of geographical information science,volume::international journal of geographical information science::2018,HAS_VOLUME
journal::healthcare,volume::healthcare::2022,HAS_VOLUME
journal::cogent business &amp; management,volume::cogent business &amp; management::2025,HAS_VOLUME
journal::international journal of basic &amp; clinical pharmacology,volume::international journal of basic &amp; clinical pharmacology::2024,HAS_VOLUME
journal::international conference on information systems and computer aided education,volume::international conference on information systems and computer aided education::2021,HAS_VOLUME
journal::genetics and clinical genomics,volume::genetics and clinical genomics::2024,HAS_VOLUME
journal::kalam: jurnal agama dan sosial humaniora,volume::kalam: jurnal agama dan sosial humaniora::2024,HAS_VOLUME
journal::international journal of intelligent systems,volume::international journal of intelligent systems::2024,HAS_VOLUME
journal::journal of education technology,volume::journal of education technology::2024,HAS_VOLUME
journal::international symposium on computers and communications,volume::international symposium on computers and communications::2023,HAS_VOLUME
journal::quantitative science studies,volume::quantitative science studies::2023,HAS_VOLUME
journal::european respiratory journal,volume::european respiratory journal::2011,HAS_VOLUME
journal::the international journal of electrical engineering & education,volume::the international journal of electrical engineering & education::2021,HAS_VOLUME
journal::breast cancer research and treatment,volume::breast cancer research and treatment::2011,HAS_VOLUME
journal::irish university review,volume::irish university review::2023,HAS_VOLUME
journal::2019 ieee embs international conference on biomedical & health informatics (bhi),volume::2019 ieee embs international conference on biomedical & health informatics (bhi)::2019,HAS_VOLUME
journal::sice journal of control measurement and system integration,volume::sice journal of control measurement and system integration::2023,HAS_VOLUME
journal::big data & society,volume::big data & society::2017,HAS_VOLUME
journal::international journal of law and policy,volume::international journal of law and policy::2024,HAS_VOLUME
journal::legal horizons,volume::legal horizons::2025,HAS_VOLUME
journal::cancers,volume::cancers::2022,HAS_VOLUME
journal::esteem journal of english education study programme,volume::esteem journal of english education study programme::2025,HAS_VOLUME
journal::international conference on software and data technologies,volume::international conference on software and data technologies::2007,HAS_VOLUME
journal::biotechnology and bioengineering,volume::biotechnology and bioengineering::2002,HAS_VOLUME
"journal::asilomar conference on signals, systems and computers","volume::asilomar conference on signals, systems and computers::2018",HAS_VOLUME
journal::frontiers in energy research,volume::frontiers in energy research::2023,HAS_VOLUME
journal::journal of critical social welfare,volume::journal of critical social welfare::2023,HAS_VOLUME
journal::ieee conference on evolving and adaptive intelligent systems,volume::ieee conference on evolving and adaptive intelligent systems::2020,HAS_VOLUME
journal::operational research,volume::operational research::1997,HAS_VOLUME
journal::international journal of advanced biochemistry research,volume::international journal of advanced biochemistry research::2024,HAS_VOLUME
journal::journal of the advanced practitioner in oncology,volume::journal of the advanced practitioner in oncology::2016,HAS_VOLUME
journal::symmetry,volume::symmetry::2025,HAS_VOLUME
journal::construction and architecture,volume::construction and architecture::2023,HAS_VOLUME
journal::journal of risk and financial management,volume::journal of risk and financial management::2023,HAS_VOLUME
journal::genomics data,volume::genomics data::2016,HAS_VOLUME
journal::industrial management & data systems,volume::industrial management & data systems::2023,HAS_VOLUME
journal::big data and cognitive computing,volume::big data and cognitive computing::2020,HAS_VOLUME
journal::journal of affective disorders,volume::journal of affective disorders::2025,HAS_VOLUME
journal::current genomics,volume::current genomics::2024,HAS_VOLUME
journal::modern economics &amp; management forum,volume::modern economics &amp; management forum::2025,HAS_VOLUME
journal::molecular informatics,volume::molecular informatics::2015,HAS_VOLUME
journal::zhongguo zhong yao za zhi = zhongguo zhongyao zazhi = china journal of chinese materia medica,volume::zhongguo zhong yao za zhi = zhongguo zhongyao zazhi = china journal of chinese materia medica::2013,HAS_VOLUME
"journal::ubiquitous computing, electronics & mobile communication conference","volume::ubiquitous computing, electronics & mobile communication conference::2019",HAS_VOLUME
journal::pacific-asia conference on knowledge discovery and data mining,volume::pacific-asia conference on knowledge discovery and data mining::2015,HAS_VOLUME
journal::waste management,volume::waste management::2016,HAS_VOLUME
journal::international journal of health planning and management,volume::international journal of health planning and management::2022,HAS_VOLUME
journal::journal of innovation and development,volume::journal of innovation and development::2026,HAS_VOLUME
journal::asian conference on intelligent information and database systems,volume::asian conference on intelligent information and database systems::2017,HAS_VOLUME
journal::international conference on advanced cloud and big data,volume::international conference on advanced cloud and big data::2016,HAS_VOLUME
